,filename
314,2020-09-11 WITN4197001 WS-R_Dr Peter Hamilton to the written statement of [W1521]; 11 Sep 2020.pdf
315,2019-02-19 W2603 WS_[W2603].pdf
316,2019-06-19 WITN3269001 WS_Sally Marie Wakelin.pdf
317,2021-03-05 W0199001 WS_[W0199].pdf
318,2020-06-13 WITN3748001 WS_James Gallacher.pdf
319,2019-03-20 W1777001 WS_[W1777].pdf
320,2019-04-07 W2395001 WS_[W2395].pdf
321,2019-05-24 W0227001 WS_Elaine Iljon Foreman.pdf
322,2019-10-13 WITN3731001 WS_Patricia O'Shea.pdf
323,2020-11-14 WITN2083001 WS_William Barry.pdf
324,2020-04-23 WITN4524001 WS_Dr Gerard Dolan (on behalf of Guy's and St Thomas' Hospital NHS Foundation Trust); 23 April 2020.pdf
325,2020-04-24 W0074 WS_[W0074].pdf
326,2021-05-10 WITN3180003 WS_Anthony Flanagan.pdf
327,2019-03-26 W1712001 WS_[W1712].pdf
328,2021-06-30 W5596001 WS_[W5596].pdf
329,2022-03-09 WITN3495001 WS_Dr Jim McMenamin; 09 March 2022.pdf
330,2021-09-08 WITN5989001 WS_Anthony Cullinane - 08 Sep 2021.pdf
331,2020-06-04 WITN3954001 WS-R_Jason Lloyd Antonio Henry.pdf
332,2021-12-16 WITN5495001 WS_Dr Gamal Gabra; 16 Dec 2021.pdf
333,2023-01-17 WITN7638001 WS_Dan West on behalf of Department of Health Northern Ireland; 17 January 2023.pdf
334,2021-06-09 WITN3092033 WS-2_Bernard Manson; 09 Jun 2021.pdf
335,2019-06-14 W1691001 WS_[W1691].pdf
336,2019-02-01 WITN1771001 WS_Beverley Pagan.pdf
337,2019-09-12 W3679001 WS_[W3679].pdf
338,2019-07-28 W3407 WS_[W3407].pdf
339,2019-12-19 W0637001 WS_[W0637].pdf
340,2021-10-06 WITN0644001 WS-R_Professor Christine Ann Lee in response to the statement of Mark Ward [W1591]; 06 Oct 2021.pdf
341,2020-07-23 WITN2256001 WS_Peter Roddie.pdf
342,2020-01-10 WITN3902001 WS_Jacqueline Marchant.pdf
343,2021-12-01 WITN6926001 WS_Dr Angela Robinson.pdf
344,2020-11-09 WITN4106001 WS_Dr David Bevan; 9 Nov 2020.pdf
345,2019-12-18 W0148001 WS-2_Dr Patricia Hewitt to the written statement of Mr L [W0148].pdf
346,2022-06-01 WITN6207001 WS_Patricia Ann Hankin.pdf
347,"2019-09-24 WITN4496001 WS-4_Brendan Brown, on behalf of the NHS Business Services Authority.pdf"
348,2019-03-21 W2928001 WS_[W2928].pdf
349,2022-11-21 WITN7526001 WS_Jeremy Quin MP; 21 November 2022.pdf
350,2019-05-08 WITN2954001 WS-R_David Gao (on behalf of Bio Products Laboratory Limited); 8 May 2019.pdf
351,2022-11-28 WITN4936039 WS_Karen Bailey; 28 November 2022.pdf
352,2021-10-24 WITN4034001 WS_Dr Vanessa Martlew; 24 Oct 2021.pdf
353,2020-03-30 WITN1268001 WS_[W1268] - 30 March 2020.pdf
354,2018-12-20 WITN1440001 WS_Paul O'Hora.pdf
355,2019-03-14 W1662001 WS_[W1662].pdf
356,2019-03-21 WITN2677001 WS_Agnes McNeish.pdf
357,2020-10-13 WITN3080002 WS_Dr David Newsome; 13 Oct 2020.pdf
358,2019-02-14 W0761001 WS_[W0761].pdf
359,"2022-08-17 WITN7123001 WS_Dr Robert Kyffin, 17th August 2022; 17 Aug 2022.pdf"
360,2020-04-24 W0248001 WS_[W0248].pdf
361,2022-02-25 WITN6966001 WS_Regina Cheptanui.pdf
362,2020-01-21 WITN4011001 WS_Sharon Gambin.pdf
363,2019-06-10 W3278001 WS_[W3278].pdf
364,2019-02-24 W0430001 WS_[W0430].pdf
365,2022-12-22 WITN7631001 WS_Emily Keaney - 22 December 2022.pdf
366,2020-03-31 WITN1369014 WS-2_Andrew Michael March; 31 Mar 2020.pdf
367,2020-04-24 WITN7273001 WS_John Rufus Pentith.pdf
368,2020-02-15 WITN2863001 WS_Keith John Dyson.pdf
369,2019-03-29 W2752001 WS_[W2752].pdf
370,2022-06-15 WITN7003002 WS_Forth Valley Health Board; 15 June 2022.pdf
371,2021-11-01 WITN5722001 WS_Sheila Hayden; 01 Nov 2021.pdf
372,2021-05-28 W0115001 WS_[W0115].pdf
373,2019-02-15 W2487001 WS_[W2487].pdf
374,2019-03-15 W0779001 WS_[W0779].pdf
375,2019-09-10 W1051 WS_W1051.pdf
376,2022-11-02 WITN7409001 WS_Deborah Webb; 02 November 2022.pdf
377,2021-11-27 WITN4753001 WS_Alan Edward Sturman.pdf
378,2019-05-30 W3015 WS_[W3015].pdf
379,2021-04-28 W5657001 WS_W5657.pdf
380,2019-03-13 WITN2199001 WS_Margaret McEneaney.pdf
381,2019-02-18 W1292001 WS_[W1292].pdf
382,"2019-05-24 W0096 WS-R_Dr Elizabeth Mayne to the Written Statements of: Paul Kirkpatrick, [W0096], Brigid Campbell, Nigel Hamilton, Simon Hamilton, [W2607], [W2449], Sharon Lowry, Caroline Carberry and [W0198].pdf"
383,2019-05-04 W2891001 WS_[W2891].pdf
384,2019-03-08 W2425001 WS_[W2425].pdf
385,2019-02-14 WITN1393001 WS_Daniel Wayne Millard.pdf
386,2022-06-13 WITN4505403 WS_Charles Lister; 13 June 2022.pdf
387,2021-04-10 WITN5582001 WS_Graham Allan Vose.pdf
388,2020-10-27 WITN3503004 WS_Dr Audrey Dawson; 27 Oct 2020.pdf
389,2018-12-31 WITN1346001 WS_Kathryn Lee Croucher.pdf
390,2019-03-14 W2857001 WS_[W2857].pdf
391,2021-06-28 WITN2671002 WS-2_Margaret Mary Clark; 28 Jun 2021.pdf
392,2019-11-06 W3507 WS_[W3507].pdf
393,2019-04-09 W2567001 WS_[W2567].pdf
394,2022-10-25 WITN7327001 WS-R_James Dalton; 25 Oct 2022.pdf
395,2019-10-30 WITN3872001 WS-R_Dr Nicola Anderson to the written statement of Suzanne Lloyd [WITN3872001].pdf
396,2019-06-21 WITN0546001 WS_Sharon Belinda Blee.pdf
397,2019-09-11 W1722001 WS-2_[W1722].pdf
398,2021-12-16 WITN6960001 WS_Professor Stan Urbaniak; 16 Dec 2021.pdf
399,2022-05-23 W2317001 WS-1_[W2317].pdf
400,2022-05-30 WITN6209001 WS_Peter Grieveson.pdf
401,2020-12-10 WITN4673001 WS_Dr Diana Samson; 10 Dec 2020.pdf
402,2021-09-15 WITN4038001 WS_Helene Hall.pdf
403,2021-05-06 WITN2713001 WS_Allan Mayze.pdf
404,2021-05-06 WITN4530001 WS_Charles Gore.pdf
405,2019-02-13 W2460001 WS_[W2460].pdf
406,2021-12-07 W3566001 WS-2_[W3566].pdf
407,2022-08-15 WITN4496026 WS-9_Brendan Brown on Behalf of the NHS Business Services Authority.pdf
